id,titre,prix,statut,motif_exclusion,niveau_risque,corrections_appliquees,rang_tri
671,"BAXTER Aparador",649.00,INCLUS,,MÉDIO,"description nettoyée",614
680,"AVEIRO Roupeiro",659.00,INCLUS,,MÉDIO,"description nettoyée",806
683,"TIAGO - ESPELHO SE 19SA1711",179.00,EXCLU,"hors stock",OK,,
687,"GIANT JR Mesa de Jantar",349.00,INCLUS,,MÉDIO,"description nettoyée",648
690,"MD KENIA PRODUÇÃO ATÉ 200X200 PET PROOF",349.00,EXCLU,"aucune image ; hors stock ; image placeholder",OK,,
691,"JADE Mesa de Cabeceira",79.00,EXCLU,"prix < 80 €",OK,,
692,"MESA FIXA 110X70 BEST  BRANCO/ORLA CINZA",199.00,EXCLU,"aucune image ; image placeholder",OK,,
698,"BAXTER Consola",399.00,INCLUS,,MÉDIO,"description nettoyée",575
700,"MESA CABECEIRA PRIEGO CAM-GR",65.00,EXCLU,"prix < 80 € ; aucune image ; image placeholder",OK,,
708,"SNAPP SC Base TV",199.00,INCLUS,,MÉDIO,"description nettoyée",674
710,"SNAPP SC Mesa de Centro",319.00,EXCLU,"hors stock",OK,,
711,"SNAPP SC Mesa de Jantar",259.00,INCLUS,,OK,,522
712,"BRICE DM Secretária",215.00,EXCLU,"hors stock",OK,,
720,"LDC531 Cadeira",21.00,EXCLU,"prix < 80 €",OK,,
721,"COMODA SWEDEN BRANCA",289.00,EXCLU,"aucune image ; hors stock ; image placeholder",OK,,
722,"NOTTE Mesa de Centro",233.00,INCLUS,,MÉDIO,"description nettoyée",906
723,"MOVEL ALTO NOTTE ANTRACYT 2D2S",395.00,EXCLU,"aucune image ; hors stock ; image placeholder",OK,,
734,"CONSOLA MILLA MATERA/CHROM LEGS CINZA - FL",399.00,EXCLU,"aucune image ; hors stock ; image placeholder",OK,,
735,"CONSOLA MILLA WHITE GLOSS/CHROM LEGS BRANCO - FL",399.00,EXCLU,"aucune image ; image placeholder",OK,,
736,"CONSOLA MILLA BLACK GLOSS /CHROM LEGS PRETA - FL",399.00,EXCLU,"aucune image ; hors stock ; image placeholder",OK,,
737,"ARIA HT Toucador",299.00,INCLUS,,MÉDIO,"description nettoyée",656
738,"DIVA HT Toucador",319.00,EXCLU,"hors stock",OK,,
739,"ATHENS MT Mesa de Centro",159.00,EXCLU,"hors stock",OK,,
740,"ATHENS HT Base TV",429.00,EXCLU,"hors stock",OK,,
742,"HEKTOR Cómoda",399.00,INCLUS,,MÉDIO,"description nettoyée",742
749,"ASTON HT Móvel Alto",509.00,INCLUS,,MÉDIO,"description nettoyée",717
750,"ASTON Aparador Alto",459.00,INCLUS,,MÉDIO,"description nettoyée",720
751,"ASTON HT Mesa de Centro",289.00,INCLUS,,MÉDIO,"description nettoyée",835
753,"VERA CONJUNTO (51 + 26): CAMA 160 + 2 MESINHAS + CÓMODA ARTISAN OAK / BLACK",529.00,EXCLU,"aucune image ; hors stock ; image placeholder",OK,,
754,"VERA CONJUNTO (51 + 26): CAMA 160 + 2 MESINHAS + CÓMODA SONOMA OAK / WHITE",529.00,EXCLU,"aucune image ; hors stock ; image placeholder",OK,,
756,"VERA ROUPEIRO 4P MONASTRY OAK / BLACK",565.00,EXCLU,"aucune image ; hors stock ; image placeholder",OK,,
759,"VERA CÓMODA 2P 4G MONASTRY OAK / BLACK",199.00,EXCLU,"aucune image ; hors stock ; image placeholder",OK,,
762,"VERA CONJUNTO (51 + 26): CAMA 160 + 2 MESINHAS + CÓMODA MONASTRY OAK / BLACK",529.00,EXCLU,"aucune image ; hors stock ; image placeholder",OK,,
763,"VERA ROUPEIRO 4P ARTIC PINE FAIR / ARTIC PINE DARK",565.00,EXCLU,"aucune image ; hors stock ; image placeholder",OK,,
764,"VERA CÓMODA 2P 4G ARTIC PINE FAIR / ARTIC PINE DARK",199.00,EXCLU,"aucune image ; hors stock ; image placeholder",OK,,
765,"VERA CONJUNTO (51 + 26): CAMA 160 + 2 MESINHAS + CÓMODA ARTIC PINE FAIR / ARTIC PINE DARK",529.00,EXCLU,"aucune image ; hors stock ; image placeholder",OK,,
767,"SIGMA HT Mesa de Cabeceira",109.00,INCLUS,,MÉDIO,"description nettoyée",874
768,"SIGMA CÓMODA 2P+4G FLAGSTAFF OAK / BLACK SUPERMAT",309.00,EXCLU,"aucune image ; hors stock ; image placeholder",OK,,
771,"SIGMA MESA CABECEIRA 2 GAVETAS ARTISAN OAK / BLACK SUPERMAT - FIM DE LINHA",109.00,EXCLU,"aucune image ; image placeholder",OK,,
772,"SIGMA HT Cómoda",309.00,INCLUS,,MÉDIO,"description nettoyée",829
774,"Brooklyn - Mesa de Jantar (110X90X76Cm) - 151106",149.00,EXCLU,"éligible non inclus (au-delà de la cible)",MÉDIO,"titre normalisé (casse), description nettoyée",
775,"BROOKLYN Aparador",199.00,EXCLU,"éligible non inclus (au-delà de la cible)",MÉDIO,"description nettoyée",
776,"DOCK Estante",129.00,EXCLU,"éligible non inclus (au-delà de la cible)",MÉDIO,"description nettoyée",
777,"BAOBAB Aparador",119.00,EXCLU,"éligible non inclus (au-delà de la cible)",MÉDIO,"description nettoyée",
778,"BAOBAB Base TV",135.00,INCLUS,,MÉDIO,"description nettoyée",869
779,"BAOBAB Mesa de Centro",89.00,EXCLU,"éligible non inclus (au-delà de la cible)",MÉDIO,"description nettoyée",
780,"BAOBAB FR Consola",109.00,EXCLU,"éligible non inclus (au-delà de la cible)",MÉDIO,"description nettoyée",
781,"BAOBAB Estante",149.00,EXCLU,"éligible non inclus (au-delà de la cible)",MÉDIO,"description nettoyée",
782,"KARMA Cadeira",169.00,EXCLU,"hors stock",OK,,
783,"ROUPEIRO ALFA CASTANHO 200CM - 22F01518 - FIM DE LINHA",649.00,EXCLU,"aucune image ; hors stock ; image placeholder",OK,,
784,"ROUPEIRO 2P ALFA BRANCO 200CM - FIM DE LINHA",649.00,EXCLU,"aucune image ; image placeholder",OK,,
785,"SINTRA HT Prateleira",149.00,INCLUS,,MÉDIO,"description nettoyée",865
786,"SINTRA Armário",459.00,INCLUS,,MÉDIO,"description nettoyée",498
787,"SINTRA HT Base TV",449.00,INCLUS,,MÉDIO,"description nettoyée",396
788,"SINTRA Aparador Alto",579.00,INCLUS,,MÉDIO,"description nettoyée",623
789,"SINTRA HT Mesa de Centro",429.00,INCLUS,,MÉDIO,"description nettoyée",502
790,"BROOKLYN Base TV",89.00,INCLUS,,MÉDIO,"description nettoyée",956
795,"IRIS II HT Secretária",159.00,INCLUS,,MÉDIO,"description nettoyée",863
797,"CONSOLA QATAR 2 CEREJO/PRETO 1100X850X300",349.00,EXCLU,"aucune image ; image placeholder",OK,,
798,"CONSOLA QATAR 1 CEREJEIRA/ PRETO 100X900X300",269.00,EXCLU,"aucune image ; hors stock ; image placeholder",OK,,
805,"CRAFT JR Roupeiro",239.00,INCLUS,,MÉDIO,"description nettoyée",844
813,"NEST Cómoda",369.00,INCLUS,,MÉDIO,"description nettoyée",825
814,"Deco - Cómoda",359.00,INCLUS,,OK,,437
816,"SAIGON roupeiro",199.00,EXCLU,"hors stock",OK,,
818,"SAIGON JR cómoda",149.00,INCLUS,,MÉDIO,"description nettoyée",453
821,"SAIGON JR Mesa de Centro",99.00,EXCLU,"hors stock",OK,,
827,"Movel de Entrada C/ Duas Gavetas Pilu",129.00,EXCLU,"éligible non inclus (au-delà de la cible)",MÉDIO,"titre normalisé (casse), description nettoyée",
829,"INDUSTRIAL Consola",149.00,INCLUS,,MÉDIO,"description nettoyée",766
832,"KAMAIRA Consola",169.00,EXCLU,"hors stock",OK,,
833,"KAMAIRA Base TV",139.00,INCLUS,,MÉDIO,"description nettoyée",866
835,"COMODA C/ TRES GAVETAS KAMAIRA",199.00,EXCLU,"aucune image ; image placeholder",OK,,
837,"MOVEL ALTO C/ TRES GAVETAS KAMAIRA",119.00,EXCLU,"aucune image ; image placeholder",OK,,
838,"21810030 Consola",89.00,INCLUS,,MÉDIO,"description nettoyée",780
839,"TALINE Consola",89.00,INCLUS,,MÉDIO,"description nettoyée",781
845,"NEST Conjunto de 2 Mesas de Cabeceira",249.00,EXCLU,"éligible non inclus (au-delà de la cible)",MÉDIO,"description nettoyée",
846,"BALI Consola",149.00,EXCLU,"éligible non inclus (au-delà de la cible)",MÉDIO,"description nettoyée",
848,"JADE Mesa de Cabeceira",59.00,EXCLU,"prix < 80 € ; hors stock",OK,,
849,"JADE Roupeiro",299.00,INCLUS,,MÉDIO,"description nettoyée",405
850,"JADE Cómoda",169.00,INCLUS,,MÉDIO,"description nettoyée",368
851,"JADE Secretária",169.00,EXCLU,"hors stock",OK,,
852,"MD WAVE CABECEIRA ATE 150 A X 200 C PET PROOF",700.00,EXCLU,"aucune image ; hors stock ; image placeholder",OK,,
853,"DAYANA SC Mesa de Jantar",659.00,INCLUS,,OK,,807
854,"MD KENIA PRODUÇÃO ATÉ 190X140 PETPROOF",429.00,EXCLU,"aucune image ; hors stock ; image placeholder",OK,,
855,"MD KENIA CABECEIRA ATÉ 150 X 200 - PETPROOF",448.74,EXCLU,"aucune image ; hors stock ; image placeholder",OK,,
856,"MD KID  (OPERA CREAM) 190X90 - FIM DE LINHA",209.00,EXCLU,"aucune image ; hors stock ; image placeholder",OK,,
881,"MD PURE CABECEIRA ATÉ 150(A) X 160(C) PETPROOF",424.00,EXCLU,"aucune image ; hors stock ; image placeholder",OK,,
882,"MD PURE CABECEIRA ATÉ 150 A X 140 C",331.00,EXCLU,"aucune image ; hors stock ; image placeholder",OK,,
883,"MD PURE CABECEIRA ATÉ 150 A X 160 C",369.00,EXCLU,"aucune image ; hors stock ; image placeholder",OK,,
884,"MD WAVE CABECEIRA ATE 150 A X 160 C",609.00,EXCLU,"aucune image ; hors stock ; image placeholder",OK,,
885,"MD WAVE CABECEIRA ATE 150 A X 140 C",553.00,EXCLU,"aucune image ; hors stock ; image placeholder",OK,,
886,"MD WAVE CABECEIRA  ATE 150 A X 160 C PET PROOF",700.00,EXCLU,"aucune image ; hors stock ; image placeholder",OK,,
887,"MD WAVE CABECEIRA ATE 150 A X 140 C PET PROOF",636.00,EXCLU,"aucune image ; hors stock ; image placeholder",OK,,
888,"MD FINE CABECEIRA ATÉ 150 A X 160 C",669.00,EXCLU,"aucune image ; hors stock ; image placeholder",OK,,
889,"MD FINE CABECEIRA ATÉ 150 A X 140 C",499.00,EXCLU,"aucune image ; hors stock ; image placeholder",OK,,
890,"MD FINE CABECEIRA ATÉ 150 A X 200 C - PETPROOF",679.00,EXCLU,"aucune image ; hors stock ; image placeholder",OK,,
891,"MD FINE CABECEIRA ATÉ 150 A X 160 C - PETPROOF",589.00,EXCLU,"aucune image ; hors stock ; image placeholder",OK,,
892,"MD FINE CABECEIRA ATÉ 150 A X 140 C - PETPROOF",549.00,EXCLU,"aucune image ; hors stock ; image placeholder",OK,,
897,"MD BELGRADO CABECEIRA ATÉ 150 A X 140 C",629.00,EXCLU,"aucune image ; hors stock ; image placeholder",OK,,
898,"MD BELGRADO CABECEIRA ATÉ 150 A X 200 C - PETPROOF",879.23,EXCLU,"aucune image ; hors stock ; image placeholder",OK,,
899,"MD BELGRADO CABECEIRA ATÉ 150 A X 160 C - PETPROOF",809.00,EXCLU,"aucune image ; hors stock ; image placeholder",OK,,
900,"MD BELGRADO CABECEIRA ATÉ 150 A X 140 C - PETPROOF",699.00,EXCLU,"aucune image ; hors stock ; image placeholder",OK,,
901,"MD KENIA CABECEIRA ATÉ 150 A X 160 C",479.00,EXCLU,"aucune image ; hors stock ; image placeholder",OK,,
902,"MD KENIA CABECEIRA ATÉ 150 A X 140 C",439.00,EXCLU,"aucune image ; hors stock ; image placeholder",OK,,
903,"MD KENIA CABECEIRA ATÉ 150 X 160 - PETPROOF",389.00,EXCLU,"aucune image ; hors stock ; image placeholder",OK,,
906,"MB1985 Cadeira de Jardim",75.00,EXCLU,"prix < 80 €",OK,,
909,"MESA JANTAR BRSTOL BRANCO & WOTON",179.00,EXCLU,"aucune image ; hors stock ; image placeholder",OK,,
915,"SOFÁ CHAISE LONG ABI6702 EXTERIOR + MESA BEJE",890.00,EXCLU,"aucune image ; image placeholder",OK,,
916,"306 Conjunto de Jardim",99.00,EXCLU,"éligible non inclus (au-delà de la cible)",MÉDIO,"description nettoyée",
917,"314 Conjunto de Jardim",89.00,EXCLU,"éligible non inclus (au-delà de la cible)",MÉDIO,"description nettoyée",
918,"HARMONY RTV144 PK Base TV",229.00,INCLUS,,MÉDIO,"description nettoyée",523
919,"HARMONY Mesa de Centro",195.00,INCLUS,,MÉDIO,"description nettoyée",793
927,"HARMONY Aparador",279.00,INCLUS,,MÉDIO,"description nettoyée",412
932,"DECO 2 Mesas de Cabeceira",229.00,INCLUS,,MÉDIO,"description nettoyée",665
935,"BASE TAPI ELEVATORIA 190 X 140 (1 MÓDULO),SALVADOR 12",645.00,EXCLU,"aucune image ; image placeholder",OK,,
938,"MILTON LK Cómoda",479.00,INCLUS,,MÉDIO,"description nettoyée",630
939,"APARADOR  NEST",399.00,EXCLU,"aucune image ; hors stock ; image placeholder",OK,,
940,"2 Mesas Cabeceira - Verso LK",229.00,EXCLU,"aucune image ; image placeholder",OK,,
947,"Comoda Areti 5 Gavetas/ 1P",239.00,INCLUS,,MÉDIO,"titre normalisé (casse), description nettoyée",748
948,"SELMA Armário",365.00,EXCLU,"hors stock",OK,,
949,"SKAGEN Consola",209.00,INCLUS,,MÉDIO,"description nettoyée",755
950,"WILLOW Consola",149.00,INCLUS,,MÉDIO,"description nettoyée",767
951,"IRIS Consola",149.00,INCLUS,,MÉDIO,"description nettoyée",768
955,"MARTINE Consola",139.00,INCLUS,,MÉDIO,"description nettoyée",771
956,"MARTINE Base TV",309.00,INCLUS,,MÉDIO,"description nettoyée",830
957,"SOTO BLANCO-ROBLE módulo suspenso",85.00,EXCLU,"aucune image ; image placeholder",OK,,
962,"VITRINE 2P. 130 CM LARA PUCCINI-TEXTIL",115.00,EXCLU,"aucune image ; image placeholder",OK,,
964,"MOVEL BAIXO 1 PTA. 60 CM. LARA APIL.CAM-BL",95.00,EXCLU,"aucune image ; image placeholder",OK,,
975,"APARADOR 2P. 120CM LARA CAMBRIA-BLANCO",169.00,EXCLU,"aucune image ; image placeholder",OK,,
977,"CONJUNTO VIDEL MESA + 2 TABURETES",275.00,EXCLU,"aucune image ; image placeholder",OK,,
984,"RUSH Base TV",589.00,INCLUS,,MÉDIO,"description nettoyée",810
985,"XELO LK Roupeiro",1189.00,INCLUS,,MÉDIO,"description nettoyée",799
987,"MESA CENTRO YOSSI 151172",99.00,EXCLU,"aucune image ; image placeholder",OK,,
988,"MOVEL ALTO YOSSI 151199",189.00,EXCLU,"aucune image ; image placeholder",OK,,
989,"PRADO Mesa de Cabeceira",99.00,EXCLU,"hors stock",OK,,
998,"DAYANA Secretária",409.00,INCLUS,,OK,,234
1000,"DAYANA Mesa de Centro",289.00,INCLUS,,OK,,269
1001,"HARMONY Vitrine",289.00,INCLUS,,MÉDIO,"description nettoyée",411
1002,"SPIRIT Cadeira",169.00,INCLUS,,MÉDIO,"description nettoyée",686
1003,"EVORA HT - ROUPEIRO 5 PORTAS C/ 3 ESPELHOS WHITE + DAB LEFKAS",979.00,EXCLU,"aucune image ; image placeholder",OK,,
1005,"PUFF CINZA ESCURO PE METAL 22050026",69.00,EXCLU,"prix < 80 € ; aucune image ; image placeholder",OK,,
1006,"PUFF BEGE PE METAL 22050025",99.00,EXCLU,"aucune image ; image placeholder",OK,,
1007,"Banqueta Cama Cinza Claro 22050023",199.00,INCLUS,,MÉDIO,"titre normalisé (casse), description nettoyée",756
1010,"ESPELHO DECORATIVO 48 x 4,5 x 48 CM",7.50,EXCLU,"prix < 80 €",OK,,
1015,"EVORA HT - ROUPEIRO 4 PORTAS WHITE+ DAB LEFKAS (BRANCO)",799.00,EXCLU,"aucune image ; hors stock ; image placeholder",OK,,
1016,"COMODA 4 CAJONES CHESS - 21080137",309.00,EXCLU,"aucune image ; image placeholder",OK,,
1017,"COMODA 5 CAJONES IRIS - 21080147",359.00,EXCLU,"aucune image ; image placeholder",OK,,
1018,"MESILLA 3 CAJONES IRIS - 21080150",219.00,EXCLU,"aucune image ; image placeholder",OK,,
1020,"CONSOLA 3 CAJONES LYSSA - 21080153",219.00,EXCLU,"aucune image ; image placeholder",OK,,
1021,"MESILLA LINNET 2 CAJONES - 21260069",139.00,EXCLU,"aucune image ; image placeholder",OK,,
1022,"MESA DE ENTRADA LINNET - 21260070",295.00,EXCLU,"aucune image ; image placeholder",OK,,
1023,"COMODA 4 CAJONES LINNET - 21260071",299.00,EXCLU,"aucune image ; image placeholder",OK,,
1024,"ARMARIO LINNET 2 PUERTAS - 21260072",479.00,EXCLU,"aucune image ; image placeholder",OK,,
1025,"ARETI Mesa de Entrada",219.00,INCLUS,,MÉDIO,"description nettoyée",671
1026,"MESILLA NOCHE 4 CAJONES EMIL - 22100003",245.00,EXCLU,"aucune image ; image placeholder",OK,,
1027,"MESA ENTRADA EMIL - 22100005",169.00,EXCLU,"aucune image ; image placeholder",OK,,
1028,"BROOKLYN - SILLA PU NEGRO 55X45X78CM",79.00,EXCLU,"prix < 80 € ; aucune image ; image placeholder",OK,,
1029,"BROOKLYN - TABURETE DE BAR PU MARON ALT 66",115.00,EXCLU,"aucune image ; image placeholder",OK,,
1033,"Cómoda Hektor Ht",399.00,INCLUS,,MÉDIO,"titre normalisé (casse), description nettoyée",886
1041,"COMODA QUEENS",125.00,EXCLU,"aucune image ; hors stock ; image placeholder",OK,,
1065,"MESA DE APOIO SHELBY",39.00,EXCLU,"prix < 80 € ; hors stock",OK,,
1066,"SHELBY 166 Aparador",159.00,EXCLU,"hors stock",OK,,
1068,"SHELBY Consola",75.00,EXCLU,"prix < 80 € ; hors stock",OK,,
1069,"SHELBY 168 Aparador",79.00,EXCLU,"prix < 80 € ; hors stock",OK,,
1070,"MOVEL NOTTE C/ DOIS MODULOS SUSPENSOS",176.00,EXCLU,"aucune image ; hors stock ; image placeholder",OK,,
1088,"EDREDON SUBLIME ECOSLEEP",39.00,EXCLU,"prix < 80 €",OK,,
1090,"MALT Mesa de Jantar",459.00,INCLUS,,OK,,817
1091,"MALT Base TV",439.00,INCLUS,,MÉDIO,"description nettoyée",562
1093,"COLORADO Estante 151348",69.00,EXCLU,"prix < 80 €",OK,,
1095,"SOHO 151313 Base TV",139.00,EXCLU,"hors stock",OK,,
1102,"ETHNA COMODA 5 GAVETAS",189.00,EXCLU,"aucune image ; hors stock ; image placeholder",OK,,
1104,"HS60501 Cadeirão Relax",690.00,INCLUS,,OK,,590
1105,"HS 60479 Cadeirão Relax",324.00,INCLUS,,OK,,654
1106,"MESA DE CENTRO ODIN 10330160",139.00,EXCLU,"aucune image ; image placeholder",OK,,
1107,"SIRA Mesa de Centro",229.00,INCLUS,,MÉDIO,"description nettoyée",750
1108,"Comoda 3 Cajones Sira - 21530108",319.00,INCLUS,,MÉDIO,"titre normalisé (casse), description nettoyée",746
1109,"LYRA Sapateira",339.00,INCLUS,,MÉDIO,"description nettoyée",578
1110,"MESA CENTRO 3 CAJONES LYRA - 21530102",229.00,EXCLU,"aucune image ; image placeholder",OK,,
1111,"COMODA 4 CAJONES 1/P TROPICAL - 21530099",369.00,EXCLU,"aucune image ; image placeholder",OK,,
1112,"DUNE Base TV",149.00,INCLUS,,MÉDIO,"description nettoyée",925
1121,"MOVEL 3 PORTAS E 2 GAVETAS ZUG 03 (SONOMA)",169.00,EXCLU,"aucune image ; hors stock ; image placeholder",OK,,
1129,"MODJO Roupeiro",199.00,INCLUS,,MÉDIO,"description nettoyée",356
1139,"STOUT Mesa de Jantar",339.00,EXCLU,"hors stock",OK,,
1141,"STOUT CBA Aparador",439.00,EXCLU,"hors stock",OK,,
1154,"DONALD DS - MESA CABECEIRA ANDERSEN-PUCCINI  (ARTIGO EM  CÓDIGO ANTIGO)",79.00,EXCLU,"prix < 80 € ; aucune image ; image placeholder",OK,,
1196,"SOTO DS - CAMISEIRO ANDERSEN ROBLE",149.00,EXCLU,"aucune image ; image placeholder",OK,,
1206,"ACCESS Base TV",115.00,EXCLU,"hors stock",OK,,
1207,"ACCESS CBA Mesa de Centro",79.00,EXCLU,"prix < 80 €",OK,,
1208,"ACCESS CBA Mesa de Jantar",199.00,INCLUS,,MÉDIO,"description nettoyée",850
1209,"CRAFT Vitrine",399.00,EXCLU,"hors stock",OK,,
1210,"5A110 Cadeirão",89.00,EXCLU,"éligible non inclus (au-delà de la cible)",MÉDIO,"description nettoyée",
1211,"3C110 Cadeirão",69.00,EXCLU,"prix < 80 €",OK,,
1212,"4C110 Cadeirão",199.00,EXCLU,"éligible non inclus (au-delà de la cible)",MÉDIO,"description nettoyée",
1213,"APARADOR NOVA KSZ104 (BIALY)",389.00,EXCLU,"aucune image ; hors stock ; image placeholder",OK,,
1214,"GAMER SKIN CBA Secretária",189.00,INCLUS,,MÉDIO,"description nettoyée",531
1220,"TOY BOX OCHANA 346 564",149.00,EXCLU,"aucune image ; hors stock ; image placeholder",OK,,
1221,"CAMA DE BEBE OCHNA 403 546",499.00,EXCLU,"aucune image ; hors stock ; image placeholder",OK,,
1222,"BASE CABINET OCHNA 433 691",269.00,EXCLU,"aucune image ; hors stock ; image placeholder",OK,,
1223,"COMODA OCHNA 447628",279.00,EXCLU,"aucune image ; image placeholder",OK,,
1224,"ARMARIO 3P OCHNA 485 522",899.00,EXCLU,"aucune image ; hors stock ; image placeholder",OK,,
1228,"FRANKLYN Mesa de Entrada",139.00,INCLUS,,MÉDIO,"description nettoyée",701
1229,"Set 2 Mesas Consola - 20880096",105.00,INCLUS,,MÉDIO,"titre normalisé (casse), description nettoyée",777
1230,"ALANIS Consola",69.00,EXCLU,"prix < 80 €",OK,,
1231,"ODIN Consola",85.00,INCLUS,,MÉDIO,"description nettoyée",784
1236,"CAMISEIRO C/ 4 GAVETAS LUNA - 22100015",205.00,EXCLU,"aucune image ; image placeholder",OK,,
1240,"ALDER Consola",169.00,INCLUS,,MÉDIO,"description nettoyée",760
1244,"ELOY 43 Consola",169.00,INCLUS,,MÉDIO,"description nettoyée",915
1245,"ELOY 42 Consola",179.00,INCLUS,,MÉDIO,"description nettoyée",581
1246,"ELOY Base TV",189.00,INCLUS,,MÉDIO,"description nettoyée",452
1250,"ESPELHO ARNO HT",199.00,EXCLU,"hors stock",OK,,
1251,"ROUPEIRO 2 PORTAS ARNO COM ESPELHO WHITE GLOSS-SILVER (EXC. ONLINE) 2497LF19",979.00,EXCLU,"aucune image ; hors stock ; image placeholder",OK,,
1254,"ARNO HT toucador",299.00,INCLUS,,MÉDIO,"description nettoyée",789
1255,"PIEDRA KI Roupeiro",979.00,INCLUS,,MÉDIO,"description nettoyée",797
1256,"MAYRA KI - ESPELHO CÓMODA",79.00,EXCLU,"prix < 80 €",OK,,
1257,"PASTEL KI - ESPELHO CÓMODA***** fim linha",39.00,EXCLU,"prix < 80 €",OK,,
1258,"MERLIN KI Roupeiro",759.00,INCLUS,,MÉDIO,"description nettoyée",459
1259,"MERLIN KI - ESPELHO CÓMODA fim linha",69.30,EXCLU,"prix < 80 €",OK,,
1260,"MERLIN Camiseiro",159.00,INCLUS,,MÉDIO,"description nettoyée",905
1261,"MERLIN KI Mesa de Cabeceira",79.00,EXCLU,"prix < 80 €",OK,,
1262,"MERLIN KI Cómoda",149.00,INCLUS,,MÉDIO,"description nettoyée",693
1263,"MERLIN KI Mesa de Jantar",199.00,INCLUS,,MÉDIO,"description nettoyée",526
1264,"MERLIN Aparador",199.00,INCLUS,,MÉDIO,"description nettoyée",633
1265,"MERLIN Base TV",169.00,INCLUS,,MÉDIO,"description nettoyée",822
1267,"COMODA EDAJ 309673  - FIM DE LINHA",199.00,EXCLU,"aucune image ; image placeholder",OK,,
1268,"MESA CABECEIRA EDAJ 309672 - FIM DE LINHA",79.00,EXCLU,"prix < 80 € ; aucune image ; image placeholder",OK,,
1270,"TOUCADOR LILI 166538",169.00,EXCLU,"aucune image ; image placeholder",OK,,
1271,"2 GAVETAS LOUGANE 287532",105.00,EXCLU,"aucune image ; hors stock ; image placeholder",OK,,
1272,"COMODA FIRMIANA BRANCO 259608",229.00,EXCLU,"aucune image ; image placeholder",OK,,
1273,"COMODA ALBIZINA 360790",259.00,EXCLU,"aucune image ; image placeholder",OK,,
1274,"PRESTIGO Mesa de Cabeceira",139.00,INCLUS,,OK,,280
1275,"PRESTIGO Mesa de Centro",209.00,INCLUS,,OK,,31
1276,"PRESTIGO Secretária",329.00,EXCLU,"hors stock",OK,,
1277,"PRESTIGO Aparador Alto",369.00,INCLUS,,MÉDIO,"description nettoyée",560
1278,"PRESTIGO Estante",309.00,INCLUS,,MÉDIO,"description nettoyée",342
1279,"PRESTIGO Mesa de Jantar Extensivel",469.00,INCLUS,,OK,,149
1280,"PRESTIGO Roupeiro",439.00,INCLUS,,OK,,19
1288,"ROUPEIRO SAIGON 3P  KRONBERG (EXC. ONLINE)",299.00,EXCLU,"aucune image ; hors stock ; image placeholder",OK,,
1289,"ROUPEIRO SAIGON 4P  KRONBERG (EXC. ONLINE)",399.00,EXCLU,"aucune image ; hors stock ; image placeholder",OK,,
1292,"FERIDO Mesa de Centro",179.00,EXCLU,"hors stock",OK,,
1293,"FERIDO Roupeiro",499.00,EXCLU,"hors stock",OK,,
1294,"FERIDO Mesa de Cabeceira",179.00,EXCLU,"hors stock",OK,,
1295,"AUSTIN Mesa de Centro",115.00,EXCLU,"hors stock",OK,,
1296,"EVO Set de Jardim",249.00,INCLUS,,MÉDIO,"description nettoyée",414
1298,"ANTIBES Mesa de Jantar",285.00,EXCLU,"hors stock",OK,,
1299,"ANTIBES Aparador",345.00,EXCLU,"hors stock",OK,,
1347,"MD BELGRADO PRODUÇÃO ATÉ 190X90",739.00,EXCLU,"aucune image ; hors stock ; image placeholder",OK,,
1348,"MD BELGRADO CABECEIRA ATÉ 150 A X 90 C",549.00,EXCLU,"aucune image ; hors stock ; image placeholder",OK,,
